ID,Language_ID,Parameter_ID,Value
hand-levu1239,levu1239,Was_there_lexical_replacement_of_hand?,no
hand-lewo1242,lewo1242,Was_there_lexical_replacement_of_hand?,no
hand-lewo1243,lewo1243,Was_there_lexical_replacement_of_hand?,no
hand-lewo1244,lewo1244,Was_there_lexical_replacement_of_hand?,no
hand-liab1237,liab1237,Was_there_lexical_replacement_of_hand?,no
hand-lian1255,lian1255,Was_there_lexical_replacement_of_hand?,unknown
hand-lihi1237,lihi1237,Was_there_lexical_replacement_of_hand?,no
hand-liki1241,liki1241,Was_there_lexical_replacement_of_hand?,unknown
hand-liku1243,liku1243,Was_there_lexical_replacement_of_hand?,no
hand-limo1248,limo1248,Was_there_lexical_replacement_of_hand?,no
hand-lind1248,lind1248,Was_there_lexical_replacement_of_hand?,unknown
hand-ling1265,ling1265,Was_there_lexical_replacement_of_hand?,yes
hand-lioo1240,lioo1240,Was_there_lexical_replacement_of_hand?,no
hand-lisa1239,lisa1239,Was_there_lexical_replacement_of_hand?,unknown
hand-lise1239,lise1239,Was_there_lexical_replacement_of_hand?,unknown
hand-litz1237,litz1237,Was_there_lexical_replacement_of_hand?,yes
hand-lola1248,lola1248,Was_there_lexical_replacement_of_hand?,unknown
hand-lola1250,lola1250,Was_there_lexical_replacement_of_hand?,unknown
hand-lole1239,lole1239,Was_there_lexical_replacement_of_hand?,unknown
hand-loma1261,loma1261,Was_there_lexical_replacement_of_hand?,unknown
hand-lonc1237,lonc1237,Was_there_lexical_replacement_of_hand?,unknown
hand-long1395,long1395,Was_there_lexical_replacement_of_hand?,no
hand-long1406,long1406,Was_there_lexical_replacement_of_hand?,unknown
hand-loni1238,loni1238,Was_there_lexical_replacement_of_hand?,no
hand-lonw1238,lonw1238,Was_there_lexical_replacement_of_hand?,yes
hand-lora1237,lora1237,Was_there_lexical_replacement_of_hand?,unknown
hand-lore1244,lore1244,Was_there_lexical_replacement_of_hand?,yes
hand-lote1237,lote1237,Was_there_lexical_replacement_of_hand?,yes
hand-loto1240,loto1240,Was_there_lexical_replacement_of_hand?,no
hand-lotu1250,lotu1250,Was_there_lexical_replacement_of_hand?,unknown
hand-loun1239,loun1239,Was_there_lexical_replacement_of_hand?,unknown
hand-louu1245,louu1245,Was_there_lexical_replacement_of_hand?,yes
hand-lowe1412,lowe1412,Was_there_lexical_replacement_of_hand?,no
hand-luan1263,luan1263,Was_there_lexical_replacement_of_hand?,no
hand-lubu1241,lubu1241,Was_there_lexical_replacement_of_hand?,unknown
hand-lubu1243,lubu1243,Was_there_lexical_replacement_of_hand?,no
hand-luhu1243,luhu1243,Was_there_lexical_replacement_of_hand?,unknown
hand-lund1271,lund1271,Was_there_lexical_replacement_of_hand?,yes
hand-lung1249,lung1249,Was_there_lexical_replacement_of_hand?,no
hand-lusi1240,lusi1240,Was_there_lexical_replacement_of_hand?,unknown
hand-maan1238,maan1238,Was_there_lexical_replacement_of_hand?,yes
hand-maba1278,maba1278,Was_there_lexical_replacement_of_hand?,unknown
hand-maba1279,maba1279,Was_there_lexical_replacement_of_hand?,unknown
hand-mada1285,mada1285,Was_there_lexical_replacement_of_hand?,yes
hand-made1253,made1253,Was_there_lexical_replacement_of_hand?,unknown
hand-madu1248,madu1248,Was_there_lexical_replacement_of_hand?,unknown
hand-maee1241,maee1241,Was_there_lexical_replacement_of_hand?,yes
hand-maen1235,maen1235,Was_there_lexical_replacement_of_hand?,unknown
hand-mafe1237,mafe1237,Was_there_lexical_replacement_of_hand?,yes
hand-maga1263,maga1263,Was_there_lexical_replacement_of_hand?,yes
hand-maga1264,maga1264,Was_there_lexical_replacement_of_hand?,unknown
hand-magi1241,magi1241,Was_there_lexical_replacement_of_hand?,yes
hand-mago1248,mago1248,Was_there_lexical_replacement_of_hand?,no
hand-magu1243,magu1243,Was_there_lexical_replacement_of_hand?,no
hand-maha1309,maha1309,Was_there_lexical_replacement_of_hand?,unknown
hand-maia1251,maia1251,Was_there_lexical_replacement_of_hand?,unknown
hand-maii1238,maii1238,Was_there_lexical_replacement_of_hand?,no
hand-main1275,main1275,Was_there_lexical_replacement_of_hand?,yes
hand-mais1250,mais1250,Was_there_lexical_replacement_of_hand?,yes
hand-maiw1249,maiw1249,Was_there_lexical_replacement_of_hand?,unknown
hand-maiw1250,maiw1250,Was_there_lexical_replacement_of_hand?,unknown
hand-maka1305,maka1305,Was_there_lexical_replacement_of_hand?,unknown
hand-maka1311,maka1311,Was_there_lexical_replacement_of_hand?,no
hand-maku1277,maku1277,Was_there_lexical_replacement_of_hand?,unknown
hand-mala1479,mala1479,Was_there_lexical_replacement_of_hand?,yes
hand-mala1480,mala1480,Was_there_lexical_replacement_of_hand?,unknown
hand-mala1481,mala1481,Was_there_lexical_replacement_of_hand?,unknown
hand-mala1482,mala1482,Was_there_lexical_replacement_of_hand?,unknown
hand-mala1484,mala1484,Was_there_lexical_replacement_of_hand?,no
hand-mala1487,mala1487,Was_there_lexical_replacement_of_hand?,yes
hand-mala1489,mala1489,Was_there_lexical_replacement_of_hand?,no
hand-mala1534,mala1534,Was_there_lexical_replacement_of_hand?,unknown
hand-male1289,male1289,Was_there_lexical_replacement_of_hand?,yes
hand-malf1237,malf1237,Was_there_lexical_replacement_of_hand?,yes
hand-mali1283,mali1283,Was_there_lexical_replacement_of_hand?,unknown
hand-malo1243,malo1243,Was_there_lexical_replacement_of_hand?,no
hand-malo1245,malo1245,Was_there_lexical_replacement_of_hand?,unknown
hand-malu1245,malu1245,Was_there_lexical_replacement_of_hand?,yes
hand-mama1275,mama1275,Was_there_lexical_replacement_of_hand?,no
hand-mama1276,mama1276,Was_there_lexical_replacement_of_hand?,unknown
hand-mamb1305,mamb1305,Was_there_lexical_replacement_of_hand?,no
hand-mamb1306,mamb1306,Was_there_lexical_replacement_of_hand?,no
hand-mamu1254,mamu1254,Was_there_lexical_replacement_of_hand?,yes
hand-mamu1255,mamu1255,Was_there_lexical_replacement_of_hand?,unknown
hand-mana1295,mana1295,Was_there_lexical_replacement_of_hand?,no
hand-mand1440,mand1440,Was_there_lexical_replacement_of_hand?,no
hand-mand1442,mand1442,Was_there_lexical_replacement_of_hand?,unknown
hand-mang1401,mang1401,Was_there_lexical_replacement_of_hand?,no
hand-mang1403,mang1403,Was_there_lexical_replacement_of_hand?,yes
hand-mang1404,mang1404,Was_there_lexical_replacement_of_hand?,no
hand-mang1405,mang1405,Was_there_lexical_replacement_of_hand?,no
hand-mani1297,mani1297,Was_there_lexical_replacement_of_hand?,unknown
hand-mano1275,mano1275,Was_there_lexical_replacement_of_hand?,no
hand-mans1262,mans1262,Was_there_lexical_replacement_of_hand?,yes
hand-manu1258,manu1258,Was_there_lexical_replacement_of_hand?,unknown
hand-maor1246,maor1246,Was_there_lexical_replacement_of_hand?,no
hand-mapi1250,mapi1250,Was_there_lexical_replacement_of_hand?,unknown
hand-mapo1242,mapo1242,Was_there_lexical_replacement_of_hand?,yes
hand-mapu1244,mapu1244,Was_there_lexical_replacement_of_hand?,yes
hand-mara1397,mara1397,Was_there_lexical_replacement_of_hand?,unknown
hand-mara1399,mara1399,Was_there_lexical_replacement_of_hand?,no
hand-mara1404,mara1404,Was_there_lexical_replacement_of_hand?,no
hand-mari1426,mari1426,Was_there_lexical_replacement_of_hand?,no
hand-mari1428,mari1428,Was_there_lexical_replacement_of_hand?,no
hand-mari1429,mari1429,Was_there_lexical_replacement_of_hand?,unknown
hand-mari1430,mari1430,Was_there_lexical_replacement_of_hand?,unknown
hand-maro1244,maro1244,Was_there_lexical_replacement_of_hand?,no
hand-mars1254,mars1254,Was_there_lexical_replacement_of_hand?,yes
hand-masa1307,masa1307,Was_there_lexical_replacement_of_hand?,unknown
hand-masb1237,masb1237,Was_there_lexical_replacement_of_hand?,unknown
hand-masb1238,masb1238,Was_there_lexical_replacement_of_hand?,yes
hand-masi1265,masi1265,Was_there_lexical_replacement_of_hand?,unknown
hand-masi1266,masi1266,Was_there_lexical_replacement_of_hand?,no
hand-masi1268,masi1268,Was_there_lexical_replacement_of_hand?,unknown
hand-mask1242,mask1242,Was_there_lexical_replacement_of_hand?,yes
hand-matb1237,matb1237,Was_there_lexical_replacement_of_hand?,yes
hand-mati1250,mati1250,Was_there_lexical_replacement_of_hand?,yes
hand-mato1252,mato1252,Was_there_lexical_replacement_of_hand?,no
hand-matu1261,matu1261,Was_there_lexical_replacement_of_hand?,no
hand-maya1282,maya1282,Was_there_lexical_replacement_of_hand?,unknown
hand-mayo1262,mayo1262,Was_there_lexical_replacement_of_hand?,unknown
hand-mbul1263,mbul1263,Was_there_lexical_replacement_of_hand?,no
hand-mede1237,mede1237,Was_there_lexical_replacement_of_hand?,no
hand-meke1243,meke1243,Was_there_lexical_replacement_of_hand?,no
hand-mele1250,mele1250,Was_there_lexical_replacement_of_hand?,no
hand-mend1267,mend1267,Was_there_lexical_replacement_of_hand?,unknown
hand-meng1267,meng1267,Was_there_lexical_replacement_of_hand?,yes
hand-ment1249,ment1249,Was_there_lexical_replacement_of_hand?,yes
hand-ment1251,ment1251,Was_there_lexical_replacement_of_hand?,unknown
hand-meos1237,meos1237,Was_there_lexical_replacement_of_hand?,unknown
hand-mera1242,mera1242,Was_there_lexical_replacement_of_hand?,no
hand-mere1242,mere1242,Was_there_lexical_replacement_of_hand?,no
hand-merl1237,merl1237,Was_there_lexical_replacement_of_hand?,no
hand-midd1327,midd1327,Was_there_lexical_replacement_of_hand?,yes
hand-mina1268,mina1268,Was_there_lexical_replacement_of_hand?,yes
hand-mina1269,mina1269,Was_there_lexical_replacement_of_hand?,no
hand-mind1255,mind1255,Was_there_lexical_replacement_of_hand?,yes
hand-mini1251,mini1251,Was_there_lexical_replacement_of_hand?,no
hand-mino1243,mino1243,Was_there_lexical_replacement_of_hand?,unknown
hand-misi1243,misi1243,Was_there_lexical_replacement_of_hand?,no
hand-miuu1237,miuu1237,Was_there_lexical_replacement_of_hand?,unknown
hand-moda1244,moda1244,Was_there_lexical_replacement_of_hand?,yes
hand-moke1240,moke1240,Was_there_lexical_replacement_of_hand?,no
hand-moke1242,moke1242,Was_there_lexical_replacement_of_hand?,yes
hand-moki1238,moki1238,Was_there_lexical_replacement_of_hand?,yes
hand-mokl1243,mokl1243,Was_there_lexical_replacement_of_hand?,yes
hand-molb1237,molb1237,Was_there_lexical_replacement_of_hand?,unknown
hand-moli1248,moli1248,Was_there_lexical_replacement_of_hand?,no
hand-moma1242,moma1242,Was_there_lexical_replacement_of_hand?,unknown
hand-mond1265,mond1265,Was_there_lexical_replacement_of_hand?,unknown
hand-mong1342,mong1342,Was_there_lexical_replacement_of_hand?,no
hand-mono1273,mono1273,Was_there_lexical_replacement_of_hand?,no
hand-mori1267,mori1267,Was_there_lexical_replacement_of_hand?,no
hand-mori1268,mori1268,Was_there_lexical_replacement_of_hand?,yes
hand-mori1269,mori1269,Was_there_lexical_replacement_of_hand?,yes
hand-morm1235,morm1235,Was_there_lexical_replacement_of_hand?,yes
hand-moro1286,moro1286,Was_there_lexical_replacement_of_hand?,no
hand-moro1287,moro1287,Was_there_lexical_replacement_of_hand?,no
hand-mort1237,mort1237,Was_there_lexical_replacement_of_hand?,yes
hand-mota1237,mota1237,Was_there_lexical_replacement_of_hand?,yes
hand-motl1237,motl1237,Was_there_lexical_replacement_of_hand?,yes
hand-motu1246,motu1246,Was_there_lexical_replacement_of_hand?,no
hand-mouk1239,mouk1239,Was_there_lexical_replacement_of_hand?,no
hand-moya1235,moya1235,Was_there_lexical_replacement_of_hand?,unknown
hand-mpot1241,mpot1241,Was_there_lexical_replacement_of_hand?,yes
hand-mtir1235,mtir1235,Was_there_lexical_replacement_of_hand?,unknown
hand-mtir1236,mtir1236,Was_there_lexical_replacement_of_hand?,unknown
hand-mual1241,mual1241,Was_there_lexical_replacement_of_hand?,unknown
hand-mudu1242,mudu1242,Was_there_lexical_replacement_of_hand?,no
hand-muna1247,muna1247,Was_there_lexical_replacement_of_hand?,no
hand-mung1269,mung1269,Was_there_lexical_replacement_of_hand?,unknown
hand-muri1259,muri1259,Was_there_lexical_replacement_of_hand?,unknown
hand-murp1234,murp1234,Was_there_lexical_replacement_of_hand?,yes
hand-musi1241,musi1241,Was_there_lexical_replacement_of_hand?,unknown
hand-muso1238,muso1238,Was_there_lexical_replacement_of_hand?,yes
hand-muss1246,muss1246,Was_there_lexical_replacement_of_hand?,no
hand-mutu1242,mutu1242,Was_there_lexical_replacement_of_hand?,no
hand-muyu1244,muyu1244,Was_there_lexical_replacement_of_hand?,no
hand-mwat1237,mwat1237,Was_there_lexical_replacement_of_hand?,unknown
hand-nafi1237,nafi1237,Was_there_lexical_replacement_of_hand?,yes
hand-nage1237,nage1237,Was_there_lexical_replacement_of_hand?,no
hand-naka1262,naka1262,Was_there_lexical_replacement_of_hand?,no
hand-naka1263,naka1263,Was_there_lexical_replacement_of_hand?,unknown
hand-nali1244,nali1244,Was_there_lexical_replacement_of_hand?,yes
hand-nali1245,nali1245,Was_there_lexical_replacement_of_hand?,no
hand-nalo1235,nalo1235,Was_there_lexical_replacement_of_hand?,unknown
hand-nama1268,nama1268,Was_there_lexical_replacement_of_hand?,no
hand-namo1247,namo1247,Was_there_lexical_replacement_of_hand?,unknown
hand-namo1248,namo1248,Was_there_lexical_replacement_of_hand?,unknown
hand-namu1249,namu1249,Was_there_lexical_replacement_of_hand?,unknown
hand-nang1262,nang1262,Was_there_lexical_replacement_of_hand?,no
hand-napu1241,napu1241,Was_there_lexical_replacement_of_hand?,unknown
hand-nara1263,nara1263,Was_there_lexical_replacement_of_hand?,no
hand-naro1251,naro1251,Was_there_lexical_replacement_of_hand?,unknown
hand-nasa1239,nasa1239,Was_there_lexical_replacement_of_hand?,yes
hand-nasa1240,nasa1240,Was_there_lexical_replacement_of_hand?,yes
hand-nasv1234,nasv1234,Was_there_lexical_replacement_of_hand?,yes
hand-nati1244,nati1244,Was_there_lexical_replacement_of_hand?,yes
hand-natu1246,natu1246,Was_there_lexical_replacement_of_hand?,no
hand-naue1237,naue1237,Was_there_lexical_replacement_of_hand?,no
hand-naun1237,naun1237,Was_there_lexical_replacement_of_hand?,yes
hand-naur1243,naur1243,Was_there_lexical_replacement_of_hand?,yes
hand-navu1237,navu1237,Was_there_lexical_replacement_of_hand?,no
hand-navw1234,navw1234,Was_there_lexical_replacement_of_hand?,yes
hand-nege1240,nege1240,Was_there_lexical_replacement_of_hand?,unknown
hand-neha1247,neha1247,Was_there_lexical_replacement_of_hand?,no
hand-neku1237,neku1237,Was_there_lexical_replacement_of_hand?,yes
hand-nemi1240,nemi1240,Was_there_lexical_replacement_of_hand?,yes
hand-neng1238,neng1238,Was_there_lexical_replacement_of_hand?,no
hand-nese1235,nese1235,Was_there_lexical_replacement_of_hand?,yes
hand-newc1244,newc1244,Was_there_lexical_replacement_of_hand?,unknown
hand-ngad1261,ngad1261,Was_there_lexical_replacement_of_hand?,no
hand-ngaj1237,ngaj1237,Was_there_lexical_replacement_of_hand?,yes
hand-ngga1239,ngga1239,Was_there_lexical_replacement_of_hand?,unknown
hand-ngul1236,ngul1236,Was_there_lexical_replacement_of_hand?,yes
hand-nias1242,nias1242,Was_there_lexical_replacement_of_hand?,yes
hand-nila1244,nila1244,Was_there_lexical_replacement_of_hand?,no
hand-nimo1246,nimo1246,Was_there_lexical_replacement_of_hand?,no
hand-nisv1234,nisv1234,Was_there_lexical_replacement_of_hand?,yes
hand-niti1249,niti1249,Was_there_lexical_replacement_of_hand?,yes
hand-niua1240,niua1240,Was_there_lexical_replacement_of_hand?,unknown
hand-niua1241,niua1241,Was_there_lexical_replacement_of_hand?,unknown
hand-niue1239,niue1239,Was_there_lexical_replacement_of_hand?,no
hand-noku1237,noku1237,Was_there_lexical_replacement_of_hand?,no
hand-nort2828,nort2828,Was_there_lexical_replacement_of_hand?,yes
hand-nort2836,nort2836,Was_there_lexical_replacement_of_hand?,yes
hand-nort2839,nort2839,Was_there_lexical_replacement_of_hand?,yes
hand-nort2845,nort2845,Was_there_lexical_replacement_of_hand?,no
hand-nort2847,nort2847,Was_there_lexical_replacement_of_hand?,no
hand-nort2857,nort2857,Was_there_lexical_replacement_of_hand?,yes
hand-nort2860,nort2860,Was_there_lexical_replacement_of_hand?,no
hand-nort2864,nort2864,Was_there_lexical_replacement_of_hand?,unknown
hand-nort2867,nort2867,Was_there_lexical_replacement_of_hand?,unknown
hand-nort2875,nort2875,Was_there_lexical_replacement_of_hand?,unknown
hand-nort2877,nort2877,Was_there_lexical_replacement_of_hand?,yes
hand-nort2883,nort2883,Was_there_lexical_replacement_of_hand?,unknown
hand-nort2885,nort2885,Was_there_lexical_replacement_of_hand?,unknown
hand-nort2890,nort2890,Was_there_lexical_replacement_of_hand?,unknown
hand-nort2994,nort2994,Was_there_lexical_replacement_of_hand?,yes
hand-nort3262,nort3262,Was_there_lexical_replacement_of_hand?,unknown
hand-nots1237,nots1237,Was_there_lexical_replacement_of_hand?,no
hand-nucl1460,nucl1460,Was_there_lexical_replacement_of_hand?,yes
hand-nuku1258,nuku1258,Was_there_lexical_replacement_of_hand?,no
hand-nuku1259,nuku1259,Was_there_lexical_replacement_of_hand?,no
hand-nuku1260,nuku1260,Was_there_lexical_replacement_of_hand?,no
hand-numb1247,numb1247,Was_there_lexical_replacement_of_hand?,no
hand-nume1241,nume1241,Was_there_lexical_replacement_of_hand?,no
hand-nume1242,nume1242,Was_there_lexical_replacement_of_hand?,yes
hand-nusa1245,nusa1245,Was_there_lexical_replacement_of_hand?,unknown
hand-nyal1254,nyal1254,Was_there_lexical_replacement_of_hand?,yes
hand-nyin1250,nyin1250,Was_there_lexical_replacement_of_hand?,no
hand-obom1235,obom1235,Was_there_lexical_replacement_of_hand?,unknown
hand-okol1241,okol1241,Was_there_lexical_replacement_of_hand?,unknown
hand-oldm1243,oldm1243,Was_there_lexical_replacement_of_hand?,unknown
hand-onin1245,onin1245,Was_there_lexical_replacement_of_hand?,no
hand-onto1237,onto1237,Was_there_lexical_replacement_of_hand?,no
hand-oran1258,oran1258,Was_there_lexical_replacement_of_hand?,unknown
hand-oran1259,oran1259,Was_there_lexical_replacement_of_hand?,unknown
hand-orko1234,orko1234,Was_there_lexical_replacement_of_hand?,yes
hand-ormu1248,ormu1248,Was_there_lexical_replacement_of_hand?,unknown
hand-oroh1237,oroh1237,Was_there_lexical_replacement_of_hand?,yes
hand-orow1242,orow1242,Was_there_lexical_replacement_of_hand?,yes
hand-osin1237,osin1237,Was_there_lexical_replacement_of_hand?,unknown
hand-otda1235,otda1235,Was_there_lexical_replacement_of_hand?,yes
hand-ouma1237,ouma1237,Was_there_lexical_replacement_of_hand?,unknown
hand-owaa1237,owaa1237,Was_there_lexical_replacement_of_hand?,no
hand-oyao1237,oyao1237,Was_there_lexical_replacement_of_hand?,no
hand-paaf1237,paaf1237,Was_there_lexical_replacement_of_hand?,unknown
hand-paam1238,paam1238,Was_there_lexical_replacement_of_hand?,yes
hand-pado1242,pado1242,Was_there_lexical_replacement_of_hand?,yes
hand-paic1239,paic1239,Was_there_lexical_replacement_of_hand?,yes
hand-paiw1248,paiw1248,Was_there_lexical_replacement_of_hand?,no
hand-pakt1239,pakt1239,Was_there_lexical_replacement_of_hand?,yes
hand-paku1239,paku1239,Was_there_lexical_replacement_of_hand?,unknown
hand-pala1344,pala1344,Was_there_lexical_replacement_of_hand?,no
hand-palu1252,palu1252,Was_there_lexical_replacement_of_hand?,no
hand-palu1253,palu1253,Was_there_lexical_replacement_of_hand?,unknown
hand-pamo1252,pamo1252,Was_there_lexical_replacement_of_hand?,yes
hand-pamp1243,pamp1243,Was_there_lexical_replacement_of_hand?,yes
hand-pamp1244,pamp1244,Was_there_lexical_replacement_of_hand?,no
hand-pana1303,pana1303,Was_there_lexical_replacement_of_hand?,unknown
hand-panc1247,panc1247,Was_there_lexical_replacement_of_hand?,no
hand-pang1290,pang1290,Was_there_lexical_replacement_of_hand?,no
hand-pang1291,pang1291,Was_there_lexical_replacement_of_hand?,yes
hand-pann1239,pann1239,Was_there_lexical_replacement_of_hand?,unknown
hand-papa1265,papa1265,Was_there_lexical_replacement_of_hand?,unknown
hand-papa1268,papa1268,Was_there_lexical_replacement_of_hand?,unknown
hand-papo1239,papo1239,Was_there_lexical_replacement_of_hand?,no
hand-papu1250,papu1250,Was_there_lexical_replacement_of_hand?,unknown
hand-papu1251,papu1251,Was_there_lexical_replacement_of_hand?,unknown
hand-para1306,para1306,Was_there_lexical_replacement_of_hand?,unknown
hand-pata1260,pata1260,Was_there_lexical_replacement_of_hand?,unknown
hand-pate1247,pate1247,Was_there_lexical_replacement_of_hand?,yes
hand-patp1243,patp1243,Was_there_lexical_replacement_of_hand?,no
hand-patt1249,patt1249,Was_there_lexical_replacement_of_hand?,unknown
hand-paul1238,paul1238,Was_there_lexical_replacement_of_hand?,no
hand-pauw1243,pauw1243,Was_there_lexical_replacement_of_hand?,unknown
hand-peka1242,peka1242,Was_there_lexical_replacement_of_hand?,unknown
hand-penc1239,penc1239,Was_there_lexical_replacement_of_hand?,unknown
hand-pend1242,pend1242,Was_there_lexical_replacement_of_hand?,unknown
hand-penr1237,penr1237,Was_there_lexical_replacement_of_hand?,no
hand-pera1256,pera1256,Was_there_lexical_replacement_of_hand?,unknown
hand-pera1257,pera1257,Was_there_lexical_replacement_of_hand?,no
hand-peta1245,peta1245,Was_there_lexical_replacement_of_hand?,unknown
hand-piam1242,piam1242,Was_there_lexical_replacement_of_hand?,no
hand-pije1237,pije1237,Was_there_lexical_replacement_of_hand?,yes
hand-pile1238,pile1238,Was_there_lexical_replacement_of_hand?,no
hand-ping1243,ping1243,Was_there_lexical_replacement_of_hand?,yes
hand-piuu1237,piuu1237,Was_there_lexical_replacement_of_hand?,yes
hand-plat1254,plat1254,Was_there_lexical_replacement_of_hand?,yes
hand-pode1237,pode1237,Was_there_lexical_replacement_of_hand?,unknown
hand-pohn1238,pohn1238,Was_there_lexical_replacement_of_hand?,no
hand-poll1238,poll1238,Was_there_lexical_replacement_of_hand?,unknown
hand-polo1242,polo1242,Was_there_lexical_replacement_of_hand?,yes
hand-pomm1237,pomm1237,Was_there_lexical_replacement_of_hand?,yes
hand-pona1250,pona1250,Was_there_lexical_replacement_of_hand?,no
hand-pono1240,pono1240,Was_there_lexical_replacement_of_hand?,unknown
hand-poro1253,poro1253,Was_there_lexical_replacement_of_hand?,unknown
hand-port1285,port1285,Was_there_lexical_replacement_of_hand?,yes
hand-port1286,port1286,Was_there_lexical_replacement_of_hand?,yes
hand-pudt1235,pudt1235,Was_there_lexical_replacement_of_hand?,unknown
hand-puka1242,puka1242,Was_there_lexical_replacement_of_hand?,no
hand-puka1244,puka1244,Was_there_lexical_replacement_of_hand?,no
hand-pulu1242,pulu1242,Was_there_lexical_replacement_of_hand?,yes
hand-puna1266,puna1266,Was_there_lexical_replacement_of_hand?,unknown
hand-puna1267,puna1267,Was_there_lexical_replacement_of_hand?,unknown
hand-puna1268,puna1268,Was_there_lexical_replacement_of_hand?,unknown
hand-puna1275,puna1275,Was_there_lexical_replacement_of_hand?,unknown
hand-puna1278,puna1278,Was_there_lexical_replacement_of_hand?,unknown
hand-puyu1239,puyu1239,Was_there_lexical_replacement_of_hand?,no
hand-pwaa1237,pwaa1237,Was_there_lexical_replacement_of_hand?,yes
hand-pwap1237,pwap1237,Was_there_lexical_replacement_of_hand?,yes
hand-rade1240,rade1240,Was_there_lexical_replacement_of_hand?,yes
hand-raha1237,raha1237,Was_there_lexical_replacement_of_hand?,yes
hand-raja1254,raja1254,Was_there_lexical_replacement_of_hand?,unknown
hand-rajo1237,rajo1237,Was_there_lexical_replacement_of_hand?,unknown
hand-raka1237,raka1237,Was_there_lexical_replacement_of_hand?,no
hand-ramo1244,ramo1244,Was_there_lexical_replacement_of_hand?,no
hand-ramp1243,ramp1243,Was_there_lexical_replacement_of_hand?,unknown
hand-rapa1244,rapa1244,Was_there_lexical_replacement_of_hand?,no
hand-rapa1245,rapa1245,Was_there_lexical_replacement_of_hand?,no
hand-rara1235,rara1235,Was_there_lexical_replacement_of_hand?,unknown
hand-raro1241,raro1241,Was_there_lexical_replacement_of_hand?,no
hand-rata1244,rata1244,Was_there_lexical_replacement_of_hand?,unknown
hand-rata1245,rata1245,Was_there_lexical_replacement_of_hand?,no
hand-reja1240,reja1240,Was_there_lexical_replacement_of_hand?,yes
hand-reja1241,reja1241,Was_there_lexical_replacement_of_hand?,yes
hand-remb1250,remb1250,Was_there_lexical_replacement_of_hand?,yes
hand-remo1247,remo1247,Was_there_lexical_replacement_of_hand?,no
hand-remu1237,remu1237,Was_there_lexical_replacement_of_hand?,unknown
hand-renn1242,renn1242,Was_there_lexical_replacement_of_hand?,no
hand-rere1240,rere1240,Was_there_lexical_replacement_of_hand?,yes
hand-ribu1241,ribu1241,Was_there_lexical_replacement_of_hand?,unknown
hand-ring1244,ring1244,Was_there_lexical_replacement_of_hand?,unknown
hand-riri1237,riri1237,Was_there_lexical_replacement_of_hand?,yes
hand-riun1237,riun1237,Was_there_lexical_replacement_of_hand?,unknown
hand-roma1332,roma1332,Was_there_lexical_replacement_of_hand?,no
hand-romb1245,romb1245,Was_there_lexical_replacement_of_hand?,yes
hand-rong1269,rong1269,Was_there_lexical_replacement_of_hand?,no
hand-ronj1237,ronj1237,Was_there_lexical_replacement_of_hand?,no
hand-roon1237,roon1237,Was_there_lexical_replacement_of_hand?,yes
hand-rori1237,rori1237,Was_there_lexical_replacement_of_hand?,yes
hand-rotu1241,rotu1241,Was_there_lexical_replacement_of_hand?,yes
hand-rovi1238,rovi1238,Was_there_lexical_replacement_of_hand?,no
hand-ruka1240,ruka1240,Was_there_lexical_replacement_of_hand?,no
hand-rung1259,rung1259,Was_there_lexical_replacement_of_hand?,unknown
hand-saaa1240,saaa1240,Was_there_lexical_replacement_of_hand?,no
hand-saaa1241,saaa1241,Was_there_lexical_replacement_of_hand?,yes
hand-saar1237,saar1237,Was_there_lexical_replacement_of_hand?,yes
hand-saba1263,saba1263,Was_there_lexical_replacement_of_hand?,unknown
hand-saba1265,saba1265,Was_there_lexical_replacement_of_hand?,unknown
hand-saba1267,saba1267,Was_there_lexical_replacement_of_hand?,unknown
hand-sabu1255,sabu1255,Was_there_lexical_replacement_of_hand?,yes
hand-sais1237,sais1237,Was_there_lexical_replacement_of_hand?,no
hand-saja1241,saja1241,Was_there_lexical_replacement_of_hand?,unknown
hand-saka1289,saka1289,Was_there_lexical_replacement_of_hand?,no
hand-saka1291,saka1291,Was_there_lexical_replacement_of_hand?,yes
hand-saki1247,saki1247,Was_there_lexical_replacement_of_hand?,unknown
hand-sala1269,sala1269,Was_there_lexical_replacement_of_hand?,unknown
hand-sale1244,sale1244,Was_there_lexical_replacement_of_hand?,unknown
hand-sali1295,sali1295,Was_there_lexical_replacement_of_hand?,no
hand-salu1253,salu1253,Was_there_lexical_replacement_of_hand?,unknown
hand-samo1305,samo1305,Was_there_lexical_replacement_of_hand?,no
hand-sang1334,sang1334,Was_there_lexical_replacement_of_hand?,unknown
hand-sang1336,sang1336,Was_there_lexical_replacement_of_hand?,no
hand-sang1337,sang1337,Was_there_lexical_replacement_of_hand?,no
hand-sang1339,sang1339,Was_there_lexical_replacement_of_hand?,unknown
hand-sapa1251,sapa1251,Was_there_lexical_replacement_of_hand?,unknown
hand-sapo1253,sapo1253,Was_there_lexical_replacement_of_hand?,no
hand-sara1323,sara1323,Was_there_lexical_replacement_of_hand?,unknown
hand-sara1326,sara1326,Was_there_lexical_replacement_of_hand?,yes
hand-sara1327,sara1327,Was_there_lexical_replacement_of_hand?,yes
hand-sara1329,sara1329,Was_there_lexical_replacement_of_hand?,unknown
hand-saru1242,saru1242,Was_there_lexical_replacement_of_hand?,unknown
